url_produk,nama_produk,nama_produk_clean,kategori,sub_kategori,marketplace,lokasi,lokasi_clean,nama_toko,harga_produk,jumlah_terjual,rating,harga_log_scaled,jumlah_log_scaled,rating_scaled,revenue_proxy_log,popularity_score,kategori_encoded,sub_kategori_encoded,marketplace_encoded,lokasi_encoded,mp_lazada,mp_shopee,mp_tokopedia,lokasi_Bekasi,lokasi_Bogor,lokasi_Depok,lokasi_Jakarta,lokasi_Lainnya,lokasi_Tangerang,is_bogor,is_makanan,is_minuman,is_fashion,is_souvenir,harga_tier
https://www.tokopedia.com/adivacake-38/noga-kelapa-jahe-makanan-tradisional-isi-satu-mika-25-biji-1729940671991482911?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,noga kelapa jahe Makanan tradisional isi satu mika 25 biji,noga kelapa jahe makanan tradisional isi satu mika biji,Makanan,Camilan & Snack,tokopedia,Kab. Bogor,Bogor,adivacake_NEW,27000.0,543.5,4.9,0.7381502564829485,1.0,0.9750000000000001,16.50162191969315,30.869352917627776,1,2,2,1,False,False,True,False,True,False,False,False,False,1,1,0,0,0,0
https://shopee.co.id/Kopi-Bah-Sipit-Cap-Kacamata-1-kg-Legend-Khas-Bogor-Coffee-Bubuk-i.195856231.51959287912?extraParams=%7B%22display_model_id%22%3A262559498355%2C%22model_selection_logic%22%3A3%7D&sp_atk=89f3636e-01da-4071-a2e2-7982a53a81b3&xptdk=89f3636e-01da-4071-a2e2-7982a53a81b3,Kopi Bah Sipit Cap Kacamata 1 kg Legend Khas Bogor Coffee Bubuk,kopi bah sipit cap kacamata kg legend coffee bubuk,Minuman,Kopi,shopee,Jakarta Timur,Jakarta,Agung Ngoro,111075.75,224.0,4.9,1.0000000000000002,0.8423735410210074,0.9750000000000001,17.029613772022177,26.53889197080166,2,3,1,3,False,True,False,False,False,False,True,False,False,0,0,1,0,0,2
https://shopee.co.id/Minuman-Sari-Buah-Pala-Nichs-300-ml-Bogor-i.1303972064.24836801223?extraParams=%7B%22display_model_id%22%3A246726473214%2C%22model_selection_logic%22%3A2%7D&sp_atk=3a2dbbdd-f213-4bde-962a-30063e55bd5a&xptdk=3a2dbbdd-f213-4bde-962a-30063e55bd5a,Minuman Sari Buah Pala Nichs 300 ml Bogor,minuman sari buah pala nichs ml,Minuman,Minuman Tradisional,shopee,Bogor,Bogor,Agung Ngoro Dus,26499.0,130.0,5.0,0.7346827718732578,0.7458994874731087,1.0,15.0523970161555,24.375986616005754,2,7,1,1,False,True,False,False,True,False,False,False,False,1,0,1,0,0,0
https://shopee.co.id/Minuman-Sari-Buah-Markisa-Fruitmore-Buah-Asli-Oleh-Oleh-Khas-Bogor-Langsung-Siap-Minum-Ready-To-Drink-i.608878015.24117022298?extraParams=%7B%22display_model_id%22%3A176360977250%2C%22model_selection_logic%22%3A2%7D&sp_atk=193e1154-8935-4ecf-91b1-7d1cdfd00828&xptdk=193e1154-8935-4ecf-91b1-7d1cdfd00828,Minuman Sari Buah Markisa Fruitmore Buah Asli Oleh Oleh Khas Bogor Langsung Siap Minum Ready To Drink,minuman sari buah markisa fruitmore buah asli langsung siap minum ready to drink,Minuman,Minuman Tradisional,shopee,Bogor,Bogor,Agung Ngoro Premium,18000.0,121.0,5.0,0.6630866065605672,0.7332046732507436,1.0,14.59391804161176,24.020105223666285,2,7,1,1,False,True,False,False,True,False,False,False,False,1,0,1,0,0,0
https://www.tokopedia.com/ahzaaashop/ahzaaashop-kaos-buitenzorg-bogor-baju-bogor-rain-city-baju-distro-terbaru-cocok-untuk-pria-wanita-kaos-viral-kekinian-cod-1732357251445130880?extParam=ivf%3Dfalse%26keyword%3Dbaju+khas+bogor%26search_id%3D2026070104595440008B9A5380FC1AC4ZX%26src%3Dsearch,ahzaaashop - Kaos buitenzorg Bogor - Baju Bogor Rain City - Baju Distro Terbaru - Cocok Untuk Pria Wanita - Kaos Viral - Kekinian - COD,ahzaaashop kaos buitenzorg baju rain city baju distro terbaru cocok pria wanita kaos viral kekinian cod,Pakaian & Fashion,Atasan & Pakaian Kasual,tokopedia,Kab. Bogor,Bogor,ahzaaashop,88607.0,23.0,5.0,0.9581589055202462,0.4432014283130529,1.0,14.527460846859864,15.890269151739728,3,1,2,1,False,False,True,False,True,False,False,False,False,1,0,0,1,0,2
https://shopee.co.id/Lapis-Talas-Bogor-Sangkuriang-Chocovilla-Oreo-i.401728671.11207840190?extraParams=%7B%22display_model_id%22%3A35691754025%2C%22model_selection_logic%22%3A3%7D&sp_atk=3cced76f-927b-4449-891d-ea60f1d0b308&xptdk=3cced76f-927b-4449-891d-ea60f1d0b308,Lapis Talas Bogor Sangkuriang Chocovilla Oreo,lapis talas sangkuriang chocovilla oreo,Makanan,Kue & Roti,shopee,Bekasi,Bekasi,Akai Frozen Food,51000.0,186.0,4.9,0.8558928420727205,0.8093788917048157,0.9750000000000001,16.06532769083817,25.63243222258748,1,4,1,0,False,True,False,True,False,False,False,False,False,0,1,0,0,0,1
https://www.tokopedia.com/al-akrom/peci-songkok-kopiah-hitam-bordir-kujang-siliwangi-dan-garuda-murah-untuk-anak-dan-dewasa-1729415537853565262?extParam=ivf%3Dfalse%26keyword%3Daksesoriskhasbogor%26search_id%3D20260701045100357A6FDF7642BF120N2E%26src%3Dsearch,Peci Songkok Kopiah Hitam Bordir Kujang Siliwangi dan Garuda Murah untuk Anak dan Dewasa,peci songkok kopiah hitam bordir kujang siliwangi garuda murah anak dewasa,Aksesoris & Souvenir,Aksesoris & Souvenir,tokopedia,Kab. Bogor,Bogor,Al Akrom Group,28644.0,543.5,4.8,0.7490928505173422,1.0,0.95,16.56072904692236,30.23936612339047,0,0,2,1,False,False,True,False,True,False,False,False,False,1,0,0,0,1,0
https://www.tokopedia.com/al-akrom/peci-songkok-kopiah-hitam-bordir-garuda-dan-kujang-siliwangi-murah-berkualitas-1729415537984375118?extParam=ivf%3Dfalse%26keyword%3Daksesoriskhasbogor%26search_id%3D20260701045100357A6FDF7642BF120N2E%26src%3Dsearch,Peci Songkok Kopiah Hitam Bordir Garuda  dan Kujang Siliwangi Murah Berkualitas,peci songkok kopiah hitam bordir garuda kujang siliwangi murah berkualitas,Aksesoris & Souvenir,Aksesoris & Souvenir,tokopedia,Kab. Bogor,Bogor,Al Akrom Group,29753.0,543.5,4.9,0.7561252635502664,1.0,0.9750000000000001,16.598715014627157,30.869352917627776,0,0,2,1,False,False,True,False,True,False,False,False,False,1,0,0,0,1,0
https://www.tokopedia.com/al-khoir-food/bolu-kukus-bogor-all-variant-1734721473100941158-1734773036167628646?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,Bolu Kukus Bogor - All Variant,bolu kukus all variant,Makanan,Kue & Roti,tokopedia,Kab. Tangerang,Tangerang,Al Khoir Food,43900.0,1.0,4.9,0.8281391193383971,0.0,0.9750000000000001,10.689692377847104,3.396421184743732,1,4,2,5,False,False,True,False,False,False,False,False,True,0,1,0,0,0,1
https://shopee.co.id/KAOS-SANTAI-ALUMNI-IPB-BOGOR-BAHAN-COTTON-COMBED-30S-3Y-STORE-i.29184426.13185233343?extraParams=%7B%22display_model_id%22%3A153483516908%2C%22model_selection_logic%22%3A3%7D&sp_atk=1213ba44-f813-4b3d-b83b-76ff8b391e45&xptdk=1213ba44-f813-4b3d-b83b-76ff8b391e45,KAOS SANTAI ALUMNI IPB BOGOR BAHAN COTTON COMBED 30S - 3Y STORE,kaos santai alumni ipb bahan cotton combed 30s 3y store,Pakaian & Fashion,Atasan & Pakaian Kasual,shopee,Depok,Depok,Alumni IPB Store,85000.0,3.0,4.5,0.9504647239726511,0.12362791193043103,0.875,12.449022745701502,6.238324625039508,3,1,1,2,False,True,False,False,False,True,False,False,False,0,0,0,1,0,2
https://www.tokopedia.com/alva-colektion/kaos-bogor-rain-city-kaos-sovenir-pria-wanita-1732576246526084130?extParam=ivf%3Dfalse%26keyword%3Dbaju+khas+bogor%26search_id%3D2026070104595440008B9A5380FC1AC4ZX%26src%3Dsearch,Kaos BOGOR RAIN CITY Kaos Sovenir Pria Wanita,kaos rain city kaos sovenir pria wanita,Pakaian & Fashion,Atasan & Pakaian Kasual,tokopedia,Kab. Bogor,Bogor,Alva Colektion,50000.0,12.0,3.0,0.8522266920007155,0.3338497236477849,0.5,13.304686600863562,7.694848072384611,3,1,2,1,False,False,True,False,True,False,False,False,False,1,0,0,1,0,1
https://www.tokopedia.com/amanda-brownies-jakarta-barat/lapis-talas-bogor-sangkuriang-all-variant-dikirim-fresh-dan-baru-lapis-talas-sangkuriang-oleholeh-bogor-1732229067964843951?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,Lapis Talas Bogor Sangkuriang ALL VARIANT | DIKIRIM FRESH DAN BARU | Lapis Talas Sangkuriang | Oleholeh Bogor,lapis talas sangkuriang all variant dikirim fresh baru lapis talas sangkuriang oleholeh,Makanan,Kue & Roti,tokopedia,Jakarta Barat,Jakarta,Amanda Brownies Jakarta barat,58000.0,28.0,5.0,0.8797043931329733,0.47695413469490816,1.0,14.300403415467118,16.83647914993237,1,4,2,3,False,False,True,False,False,False,True,False,False,0,1,0,0,0,1
https://shopee.co.id/Lapis-Talas-Bogor-Sangkuriang-Blackforest-i.397811192.3890441489?extraParams=%7B%22display_model_id%22%3A110424399125%2C%22model_selection_logic%22%3A3%7D&sp_atk=8dd8b461-5954-4dfe-95ae-9039f5a54c7d&xptdk=8dd8b461-5954-4dfe-95ae-9039f5a54c7d,Lapis Talas Bogor Sangkuriang Blackforest,lapis talas sangkuriang blackforest,Makanan,Kue & Roti,shopee,Depok,Depok,Anum Sari Snack,51000.0,425.0,5.0,0.8558928420727205,0.9562259997367376,1.0,16.89167012676698,30.272196731346853,1,4,1,2,False,True,False,False,False,True,False,False,False,0,1,0,0,0,1
https://shopee.co.id/stik-talas-khas-bogor-250gram-i.819497592.20525306462?extraParams=%7B%22display_model_id%22%3A107095104336%2C%22model_selection_logic%22%3A2%7D&sp_atk=f6bfd80f-52ad-4871-bf41-2a6b727e1233&xptdk=f6bfd80f-52ad-4871-bf41-2a6b727e1233,stik talas khas bogor 250gram,stik talas 250gram,Makanan,Camilan & Snack,shopee,Bogor,Bogor,Apple Pie Bogor,75000.0,2.0,3.0,0.9272925360154078,0.07231769252175978,0.5,11.918397239722838,3.2958368660043287,1,2,1,1,False,True,False,False,True,False,False,False,False,1,1,0,0,0,1
https://www.tokopedia.com/aqila-berkah123/talas-bogor-2-kg-isi-2-3-biji-1733550701639796038?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,talas Bogor 2 kg isi 2-3 biji,talas kg isi biji,Makanan,Lauk & Bahan Makanan,tokopedia,Kab. Bogor,Bogor,Aqila berkah123,24500.0,10.0,4.9,0.7201622351388539,0.3040543955478092,0.9750000000000001,12.409017571151187,11.749686836712018,1,5,2,1,False,False,True,False,True,False,False,False,False,1,1,0,0,0,0
https://shopee.co.id/Kopi-Cap-Teko-Premium-Arabica-Isi-250-Gram-Kopi-Legend-Kopi-Khas-kota-Bogor-Hala-Murah-dan-Enak-i.15492946.4050953489?extraParams=%7B%22display_model_id%22%3A250003347534%2C%22model_selection_logic%22%3A3%7D&sp_atk=14cc8f1c-6912-4d9c-bd2c-a513a46883cd&xptdk=14cc8f1c-6912-4d9c-bd2c-a513a46883cd,Kopi Cap Teko Premium Arabica Isi 250 Gram Kopi Legend Kopi Khas kota Bogor Hala Murah dan Enak,kopi cap teko premium arabica isi gram kopi legend kopi kota hala murah enak,Minuman,Kopi,shopee,Bogor,Bogor,Arabica Teko Store,42950.0,80.0,5.0,0.8240888199768379,0.6601545058783324,1.0,15.049818853122328,21.972245773362197,2,3,1,1,False,True,False,False,True,False,False,False,False,1,0,1,0,0,1
https://www.tokopedia.com/ardani21-store/kopi-cap-teko-spesial-plastik-isi-30-sachet-x-8-gram-tanpa-gula-kopi-legendaris-kota-bogor-coffee-1731589849412961429?extParam=ivf%3Dfalse%26keyword%3Dminumankhasbogor%26search_id%3D202607010437141543843A4723ED1DFNTT%26src%3Dsearch,Kopi Cap Teko SPESIAL PLASTIK Isi 30 Sachet x 8 Gram Tanpa Gula Kopi Legendaris Kota Bogor Coffee,kopi cap teko spesial plastik isi sachet gram tanpa gula kopi legendaris kota coffee,Minuman,Kopi,tokopedia,Kab. Bogor,Bogor,ARDANI21 STORE,34500.0,27.0,4.5,0.7835302953195218,0.4706953389920306,0.875,13.744552542560509,14.994920295788416,2,3,2,1,False,False,True,False,True,False,False,False,False,1,0,1,0,0,1
https://www.tokopedia.com/rimpanghe000a/kacang-bogor-mentah-kualitas-super-rimpang-he000al?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,kacang bogor mentah / kualitas super / Rimpang He000al,kacang mentah kualitas super rimpang he000al,Makanan,Lauk & Bahan Makanan,tokopedia,Jakarta Timur,Jakarta,Arief Rustanto,30000.0,543.5,4.7,0.7576558265027287,1.0,0.925,16.606982428536433,29.60937932915317,1,5,2,3,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0
https://shopee.co.id/Jual-BATIK-TRADISIKU-Kain-Batik-Bogor-Arus-Kujang-Hijau-Berkualitas-i.236023798.17857695134?extraParams=%7B%22display_model_id%22%3A125450907213%2C%22model_selection_logic%22%3A3%7D&sp_atk=318e6a60-a7ca-4968-8841-9c553158319f&xptdk=318e6a60-a7ca-4968-8841-9c553158319f,Jual BATIK TRADISIKU Kain Batik Bogor Arus Kujang - Hijau Berkualitas,jual batik tradisiku kain batik arus kujang hijau berkualitas,Pakaian & Fashion,Pakaian Tradisional,shopee,Jakarta Barat,Jakarta,Arus Kujang,111075.75,8.5,5.0,1.0000000000000002,0.27790658465799645,1.0,13.758034902632094,11.256458993032476,3,8,1,3,False,True,False,False,False,False,True,False,False,0,0,0,1,0,2
https://www.tokopedia.com/aruyshp/rengginang-bogor-isi-60mini-isi-30-besar-khas-bogor-rengginang-mentah-rengginang-ketan-asli-1731386932794918305?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,Rengginang Bogor isi 60mini/isi 30 besar khas Bogor/rengginang mentah/ rengginang  Ketan asli,rengginang isi 60mini isi besar rengginang mentah rengginang ketan asli,Makanan,Lauk & Bahan Makanan,tokopedia,Kab. Bogor,Bogor,aruyshp,27000.0,543.5,4.4,0.7381502564829485,1.0,0.8500000000000001,16.50162191969315,27.71941894644127,1,5,2,1,False,False,True,False,True,False,False,False,False,1,1,0,0,0,0
https://shopee.co.id/BACA-DESKRIPSI!!!!!-Chocovilla-Oreo-Sangkuriang-Lapis-Talas-Bogor-Sangkuriang-Lapis-Talas-Sangkuriang-i.1526282971.27634767799?extraParams=%7B%22display_model_id%22%3A188465758394%2C%22model_selection_logic%22%3A2%7D&sp_atk=1f9e3067-d7a5-4932-a223-dd1f9876a7cc&xptdk=1f9e3067-d7a5-4932-a223-dd1f9876a7cc,BACA DESKRIPSI!!!!! Chocovilla Oreo Sangkuriang | Lapis Talas Bogor Sangkuriang | Lapis Talas Sangkuriang,baca deskripsi chocovilla oreo sangkuriang lapis talas sangkuriang lapis talas sangkuriang,Makanan,Kue & Roti,shopee,Jakarta Pusat,Jakarta,Asinan Buah Official,47000.0,133.0,5.0,0.8407714277834921,0.7499379402000531,1.0,15.648252168888341,24.489198999754556,1,4,1,3,False,True,False,False,False,False,True,False,False,0,1,0,0,0,1
https://shopee.co.id/Lapis-Bogor-Sangkuriang-Oleh-Oleh-Khas-Bogor-i.1529493210.25644809913?extraParams=%7B%22display_model_id%22%3A29916592061%2C%22model_selection_logic%22%3A3%7D&sp_atk=859c7d0c-edc8-4d04-a7cb-e0f3c3facf0f&xptdk=859c7d0c-edc8-4d04-a7cb-e0f3c3facf0f,Lapis Bogor Sangkuriang || Oleh Oleh Khas Bogor,lapis sangkuriang,Makanan,Kue & Roti,shopee,Bekasi,Bekasi,Asinan Gedung Dalam,54668.0,79.0,5.0,0.8687509823810158,0.6579388578148214,1.0,15.278481892098986,21.910133173369406,1,4,1,0,False,True,False,True,False,False,False,False,False,0,1,0,0,0,1
https://shopee.co.id/Roti-Gambang-Sari-Aren-Khas-Bogor-Gula-Aren-kue-Gambang-isi-12-pcs-1-toples-asli-betawi-i.8626141.51650998010?extraParams=%7B%22display_model_id%22%3A350090459261%2C%22model_selection_logic%22%3A2%7D&sp_atk=7bae687c-1abf-4977-ae97-08c7d1590e6a&xptdk=7bae687c-1abf-4977-ae97-08c7d1590e6a,Roti Gambang Sari Aren Khas Bogor Gula Aren / kue Gambang isi 12 pcs 1 toples asli betawi,roti gambang sari aren gula aren kue gambang isi pcs toples asli betawi,Makanan,Kue & Roti,shopee,Tangerang Selatan,Tangerang,Asinan Sayur Bogor,27000.0,185.0,4.8,0.7381502564829485,0.8084225495987659,0.95,15.423948170264971,25.083584033823367,1,4,1,5,False,True,False,False,False,False,False,False,True,0,1,0,0,0,0
https://www.tokopedia.com/asinanmaputri1/paket-building-2-anggur-bogor-250-gr-plum-250-gr?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,Paket Building 2 (anggur Bogor 250 grplum 250 gr),paket building anggur grplum gr,Makanan,Camilan & Snack,tokopedia,Tangerang,Tangerang,ASINANMAPUTRI_NEW,40000.0,15.0,4.9,0.8109152233556896,0.3708837357912931,0.9750000000000001,13.304686600863562,13.585684738974928,1,2,2,5,False,False,True,False,False,False,False,False,True,0,1,0,0,0,1
https://www.tokopedia.com/asv-amanah/4-lonjor-dodol-betawi-khas-bogor-125-gram-halal-higienis-fresh-1732368024037000544?extParam=ivf%3Dfalse%26keyword%3Doleh-olehkhasbogor%26search_id%3D20260701035234F61D6947467CCD2EDKYW%26src%3Dsearch,(4 Lonjor)Dodol Betawi Khas Bogor 125 Gram Halal Higienis Fresh,lonjor dodol betawi gram halal higienis fresh,Makanan,Camilan & Snack,tokopedia,Kab. Bogor,Bogor,ASV AMANAH,46500.0,40.0,4.2,0.8387913636165847,0.5387150554591977,0.8,14.436087583323648,15.597002680158093,1,2,2,1,False,False,True,False,True,False,False,False,False,1,1,0,0,0,1
https://shopee.co.id/Kanung-Bogor-Roti-Konde-Prata-Cane-Maryam-i.15357295.546071182?extraParams=%7B%22display_model_id%22%3A250223597114%2C%22model_selection_logic%22%3A2%7D&sp_atk=7803090e-94cc-47fb-b8bc-134b31587d88&xptdk=7803090e-94cc-47fb-b8bc-134b31587d88,Kanung Bogor Roti Konde / Prata / Cane / Maryam,kanung roti konde prata cane maryam,Makanan,Kue & Roti,shopee,Bogor,Bogor,Aulia Kasih,53900.0,543.5,4.9,0.8661316859747712,1.0,0.9750000000000001,17.192915497594278,30.869352917627776,1,4,1,1,False,True,False,False,True,False,False,False,False,1,1,0,0,0,1
https://shopee.co.id/Kaos-Baju-IPB-Bogor-University-Institut-Pertanian-Bogor-short-sleeve-t-shirt-clothing-i.21980633.22970599364?extraParams=%7B%22display_model_id%22%3A235303017877%2C%22model_selection_logic%22%3A3%7D&sp_atk=a46a8345-1722-4f25-94c7-acab9fb43f12&xptdk=a46a8345-1722-4f25-94c7-acab9fb43f12,Kaos Baju IPB Bogor University Institut Pertanian Bogor short sleeve t-shirt clothing,kaos baju ipb university institut pertanian short sleeve shirt clothing,Pakaian & Fashion,Atasan & Pakaian Kasual,shopee,Bekasi,Bekasi,Ayam Bangkok Apparel,99000.0,2.0,5.0,0.9786921761831711,0.07231769252175978,1.0,12.19602736016897,5.493061443340547,3,1,1,0,False,True,False,True,False,False,False,False,False,0,0,0,1,0,2
